"Company Country","Job Number","Project Name","Client PO","No of Pages","Net Price","Gross Price",Company,"Due Date","Status Vendor",Invoice,Paid
"United Kingdom",3414,"Abberton Capital (UK) Limited",680,18,179,179,"Throgmorton UK Ltd","Jul 11,2016","Pending Sign-off",N/A,
"United Kingdom",3415,"Quartz Rock Limited",681,10,99,99,"Throgmorton UK Ltd","Jul 14,2016","Pending Sign-off",N/A,
"United Kingdom",3416,"Bell Heather Limited",682,10,99,99,"Throgmorton UK Ltd","Jul 14,2016","Pending Sign-off",N/A,
"United Kingdom",3417,"Kopparberg UK Stat Accounts 2015",PO11934,19,360,360,"Cider of Sweden Ltd","Jul 15,2016","Pending Sign-off",3337-06072016-3417,
"United Kingdom",3418,"Nicholas Noble Limited",683,10,99,99,"Throgmorton UK Ltd","Jul 19,2016","Pending Sign-off",N/A,
"United Kingdom",3419,"Bybrook Capital Services (UK) Limited",684,17,179,179,"Throgmorton UK Ltd","Jul 21,2016","Pending Sign-off",N/A,
"United Kingdom",3420,Neales,NEA002,20,179,179,"PM+M Solutions for Business LLP","Jul 29,2016","Pending Sign-off",3338-20072016-3420,
"United Kingdom",3421,"ERIM Services Ltd",685,22,350,350,"Throgmorton UK Ltd","Jul 29,2016","Pending Sign-off",N/A,
"United Kingdom",3422,"LMU Enterprises Tax Return 14/15",P-008881,19,402,367,"LONDONMET ENTERPRISES LTD","Jul 29,2016","Signed Off Complete",3339-20072016-3422,
"United Kingdom",3423,Quercia,QUE002,21,350,350,"PM+M Solutions for Business LLP","Jul 29,2016","Pending Sign-off",3340-20072016-3423,
"United Kingdom",3424,"John Sisk & Son Limited","John Sisk & Son Ltd",33,480,480,"John Sisk & Son Ltd","Aug 08,2016","Pending Sign-off",3342-28072016-3424,
"United Kingdom",3425,"West Coast Plant Ltd","WCP Ltd",19,360,360,"John Sisk & Son Ltd","Aug 08,2016","Pending Sign-off",3343-28072016-3425,
"United Kingdom",3426,"JSS Group Ltd","JSS Group",19,360,360,"John Sisk & Son Ltd","Aug 08,2016","Pending Sign-off",N/A,
"United Kingdom",3427,"Sisk Marlin Developments",SMD,21,420,420,"John Sisk & Son Ltd","Aug 08,2016","Signed Off Complete",N/A,
"United Kingdom",3428,"Sisk Consolidated Investment s Ltd",Sicol,19,360,360,"John Sisk & Son Ltd","Aug 08,2016","Signed Off Complete",N/A,
"United Kingdom",3429,"JSS Rail Limited",Rail,25,420,420,"John Sisk & Son Ltd","Aug 08,2016","Signed Off Complete",N/A,
"United Kingdom",3430,FTBI15,FT1,20,0,0,"CCH Corporation Tax Services Ltd","Aug 02,2016","Pending Sign-off",3344-28072016-3430,
"United Kingdom",3431,"Pemberton Asset Management Services UK Limited",686,24,350,350,"Throgmorton UK Ltd","Aug 11,2016","Pending Sign-off",N/A,
"United Kingdom",3432,"Twin Crescents Tenant Management Organisation Limited",T037,20,180,180,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3365-03082016-3432,
"United Kingdom",3433,"Metra Housing Co-operative Limited",m105,25,210,210,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3364-03082016-3433,
"United Kingdom",3434,"Leamore Residents Association Limited",L017,24,210,210,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3363-03082016-3434,
"United Kingdom",3435,"Delves Estate Management Organisation Limited",D027,20,180,180,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3362-03082016-3435,
"United Kingdom",3436,"Delves East Estate Management Limited",D030,26,210,210,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3361-03082016-3436,
"United Kingdom",3437,"The Avenues Tenant Management Organisation",A065,20,180,180,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3360-03082016-3437,
"United Kingdom",3438,"Chuckery Tenant Management Co=operative Limited",C041,24,210,210,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3359-03082016-3438,
"United Kingdom",3439,"Sandbank Tenant Management Organisation Limited",S034,24,210,210,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3358-03082016-3439,
"United Kingdom",3440,"Burrowes Street",B023,23,210,210,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3357-03082016-3440,
"United Kingdom",3441,"Thorlands Housing Management Society",T077,25,210,210,"GCN Accounting Services Ltd","Aug 12,2016","Signed Off Complete",3356-03082016-3441,
"United Kingdom",3442,FTASC15,FT2,20,0,0,"CCH Corporation Tax Services Ltd","Aug 12,2016",Cancelled,3355-03082016-3442,
"United Kingdom",3443,"Pure Student Living Limited",687,22,350,350,"Throgmorton UK Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3444,FTASC15,FT2,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,Paid
"United Kingdom",3445,FTHoldings15,FT3,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3446,FTHoldings15,FT3,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016",Cancelled,N/A,
"United Kingdom",3447,FTMMUK15,FT4,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3448,FTPersFin15,FT5,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3449,FTFrance15,FT6,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3450,FTOverseas15,FT7,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3451,FTSpain15,FT8,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3452,FTJapan15,FT9,20,225,225,"CCH Corporation Tax Services Ltd","Aug 12,2016","Pending Sign-off",N/A,
"United Kingdom",3453,"Leisure Inns","Tax Comp",1,46.2,11.2,"P S Gardiner","Aug 16,2016","Pending Sign-off",3366-05082016-3453,Paid
"United Kingdom",3454,"BAIC 2015 ACCOUNTS",,28,294,294,"Global Aerospace/BAIC","Aug 18,2016","Signed Off Complete",3367-09082016-3454,
"United Kingdom",3455,Physitrack,Physitrack160809,16,256.8,221.8,"Capita Registras Limited","Aug 18,2016","Pending Sign-off",N/A,
"United Kingdom",3456,"Valiance (Services) Ltd",688,23,350,350,"Throgmorton UK Ltd","Aug 18,2016","Pending Sign-off",N/A,
"United Kingdom",3457,"Monarch Alternative Capital (Europe) Ltd",689,26,400,400,"Throgmorton UK Ltd","Aug 19,2016","Pending Sign-off",N/A,
"United Kingdom",3458,"Hazel Renewable Energy VCT1 plc","HRE1 2015",26,350,350,"Downing LLP","Aug 23,2016","Pending Sign-off",3368-12082016-3458,
"United Kingdom",3459,"Hazel Renewable Energy VCT2 plc","HRE2 2015",26,350,350,"Downing LLP","Aug 23,2016","Pending Sign-off",3369-12082016-3459,
"United Kingdom",3460,"Downing TWO VCT plc","Downing Two",30,350,350,"Downing LLP","Aug 23,2016","Pending Sign-off",3370-12082016-3460,
"United Kingdom",3461,"Downing Three VCT plc","Downing Three",29,350,350,"Downing LLP","Aug 23,2016","Pending Sign-off",3371-12082016-3461,
"United Kingdom",3462,"4D Pharma Plc 2015",,50,427.5,427.5,"Nanoco Group plc","Aug 23,2016","Pending Sign-off",3372-12082016-3462,
"United Kingdom",3463,"DAHL 2015 Accounts","DAHL 2015",18,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3464,"DAOUK 2015 Accounts","DAOUK 2015",17,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3465,"DDS 2015 Accounts","DDS 2015",29,357,357,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3466,"DEOC 2015 Accounts","DEOC 2015",27,357,357,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3467,"DFOUK 2015 Accounts","DFOUK 2015",15,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3468,"DFSL 2015 Accounts","DFSL 2015",14,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3469,"DGHL 2015 Accounts","DGHL 2015",15,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3470,"DHUKL 2015 Accounts","DHUKL 2015",17,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3471,"DUKIL 2015 Accounts","DUKIL 2015",17,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3472,"DUKH 2015 Accounts","DUKH 2015",17,306,306,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3473,"Hartridge 2015 Accounts","Hartridge 2015",22,357,357,"Delphi Automotive Systems UK Ltd","Aug 23,2016","Pending Sign-off",N/A,
"United Kingdom",3474,"South Shore Developments (Monkton) Limited",SO0046,14,288,288,"French Duncan Chartered Accountants","Aug 24,2016","Signed Off Complete",3373-15082016-3474,
"United Kingdom",3475,"Dymon Asia Holdings UK Limited",689,26,400,400,"Throgmorton UK Ltd","Aug 25,2016","Pending Sign-off",N/A,
"United Kingdom",3476,"Manikay Partners UK II Ltd",691,18,225,225,"Throgmorton UK Ltd","Aug 25,2016","Pending Sign-off",N/A,
"United Kingdom",3477,"Manikay Partners Holdings UK Ltd",692,23,350,350,"Throgmorton UK Ltd","Aug 25,2016","Pending Sign-off",N/A,
"United Kingdom",3478,"Formue Limited",693,18,225,225,"Throgmorton UK Ltd","Aug 26,2016","Pending Sign-off",N/A,
"United Kingdom",3479,"Sound Point Capital (Services) Limited",694,20,225,225,"Throgmorton UK Ltd","Aug 26,2016","Pending Sign-off",N/A,
"United Kingdom",3480,"General Partner No.2 Limited","General Partner No.2 Limited",15,0,0,"Hermes GPE LLP","Aug 26,2016","Pending Sign-off",3374-17082016-3480,
"United Kingdom",3481,"GPE III GP Limited","GPE III GP Limited",15,255.6,255.6,"Hermes GPE LLP","Aug 26,2016","Pending Sign-off",3375-17082016-3481,
"United Kingdom",3482,"GPE III IP Limited","GPE III IP Limited",7,170.4,170.4,"Hermes GPE LLP","Aug 26,2016","Signed Off Complete",3376-17082016-3482,
"United Kingdom",3483,"Hermes GPE Founder Partner Ltd","Hermes GPE Founder Partner Ltd",16,255.6,255.6,"Hermes GPE LLP","Aug 26,2016","Signed Off Complete",3377-17082016-3483,
"United Kingdom",3484,"Hermes GPE Founder Partner 2 Ltd","Hermes GPE Founder Partner 2 Ltd",16,255.6,255.6,"Hermes GPE LLP","Aug 26,2016","Signed Off Complete",3378-17082016-3484,
"United Kingdom",3485,"HPE Environmental Innovation GP Limited","HPE Environmental Innovation GP Limited",15,255.6,255.6,"Hermes GPE LLP","Aug 26,2016","Signed Off Complete",3379-17082016-3485,
"United Kingdom",3486,"Hermes GPE Infrastructure Founder Partner Limited","Hermes GPE Infrastructure Founder Partner Limited",15,255.6,255.6,"Hermes GPE LLP","Aug 26,2016","Signed Off Complete",3380-17082016-3486,
"United Kingdom",3487,"Hermes GPE Infrastructure Founder Partner 2 Limited","Hermes GPE Infrastructure Founder Partner 2 Limited",15,255.6,255.6,"Hermes GPE LLP","Aug 26,2016","Signed Off Complete",3381-17082016-3487,
"United Kingdom",3488,"SEUK Irish Branch 2014",,1,200,200,"Samsung Electronics (UK) Ltd","Aug 29,2016","Pending Sign-off",3382-18082016-3488,
"United Kingdom",3489,"Irish Branch Accounts 2015",,1,200,200,"Samsung Electronics (UK) Ltd","Aug 29,2016","Pending Sign-off",3383-18082016-3489,
"United Kingdom",3490,"Hermes GPE 2011-2013 GP Limited","Hermes GPE 2011-2013 GP Limited",15,255.6,255.6,"Hermes GPE LLP","Aug 29,2016","Signed Off Complete",3384-18082016-3490,
"United Kingdom",3491,"HPE Scotland GP Limited","HPE Scotland GP Limited",15,0,0,"Hermes GPE LLP","Aug 29,2016","Signed Off Complete",3385-18082016-3491,
"United Kingdom",3492,"HPE GP Limited","HPE GP Limited",15,0,0,"Hermes GPE LLP","Aug 29,2016","Signed Off Complete",3386-18082016-3492,
"United Kingdom",3493,"Halkin Asset Management Ltd",695,43,399,399,"Throgmorton UK Ltd","Aug 31,2016","Pending Sign-off",N/A,
"United Kingdom",3494,"Mariner Europe Limited",696,23,350,350,"Throgmorton UK Ltd","Aug 31,2016","Pending Sign-off",N/A,
"United Kingdom",3495,"Tricadia Europe Limited",697,22,350,350,"Throgmorton UK Ltd","Aug 31,2016","Pending Sign-off",N/A,
"United Kingdom",3496,"Madagascar Oil (UK) Limited","Madagascar Oil (UK) Limited",20,318.3,278.05,"Capita Registras Limited","Sep 01,2016","Pending Sign-off",N/A,
"United Kingdom",3497,"Wynnstay 2016",,36,480,480,"Wynnstay Properties","Sep 02,2016","Pending Sign-off",3387-24082016-3497,Paid
"United Kingdom",3498,"Idalion Capital Services Ltd",698,10,99,99,"Throgmorton UK Ltd","Sep 02,2016","Pending Sign-off",N/A,
"United Kingdom",3499,"Epiplex Limited ","Epiplex Limited ",10,160.8,125.8,"Capita Registras Limited","Sep 02,2016","Signed Off Complete",N/A,
"United Kingdom",3500,Autos,ST,77,810,810,"Arnold Clark Automobiles Limited","Sep 02,2016","Pending Sign-off",3388-24082016-3500,
"United Kingdom",3501,"Arnold Clark FInance Limited",ST,25,420,420,"Arnold Clark Automobiles Limited","Sep 02,2016","Pending Sign-off",3389-24082016-3501,
"United Kingdom",3502,"GTG Training Limited",ST,21,420,420,"Arnold Clark Automobiles Limited","Sep 02,2016","Pending Sign-off",3390-24082016-3502,
"United Kingdom",3503,"Harry Fairbairn Limited",ST,25,420,420,"Arnold Clark Automobiles Limited","Sep 02,2016","Pending Sign-off",3391-24082016-3503,
"United Kingdom",3504,"Harvard Technology Ltd 2-15",62318,30,0,0,"Harvard Engineering Plc","Sep 08,2016","Pending Sign-off",3392-30082016-3504,
"United Kingdom",3505,"WiMAC Ltd 2015",62318,18,300,300,"Harvard Engineering Plc","Sep 08,2016","Pending Sign-off",3393-30082016-3505,
"United Kingdom",3506,"2015 accounts",ademora,24,350,350,"Payden & Rygel Global Ltd","Jan 01,1970","Pending Sign-off",3401-13092016-3506,Paid
"United Kingdom",3507,"MBSS Capital Services Limited",08061053,10,99,99,"Throgmorton UK Ltd","Sep 08,2016","Pending Sign-off",N/A,
"United Kingdom",3508,"Arnold Clark Insurance Services ",ST,19,360,360,"Arnold Clark Automobiles Limited","Sep 09,2016","Pending Sign-off",3394-31082016-3508,
"United Kingdom",3509,Towquest,ST,17,360,360,"Arnold Clark Automobiles Limited","Sep 09,2016","Pending Sign-off",3395-31082016-3509,
"United Kingdom",3510,"Assure Alarms",ST,22,420,420,"Arnold Clark Automobiles Limited","Sep 09,2016","Pending Sign-off",3396-31082016-3510,
"United Kingdom",3511,"Globe Underwriting Ltd",,18,360,360,"Cordium Accounting Ltd ","Sep 09,2016","Pending Sign-off",3397-31082016-3511,
"United Kingdom",3512,NMBH(1987)LTD,,20,360,360,"Cordium Accounting Ltd ","Sep 12,2016","Pending Sign-off",3398-01092016-3512,
"United Kingdom",3513,"Newman Martin and Burchan (1987) Ltd",,18,360,360,"Cordium Accounting Ltd ","Sep 12,2016","Pending Sign-off",3399-01092016-3513,
Ireland,3514,"Consi Investments Ltd","Consi Investments Ltd",18,360,360,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3515,"Capwell Investments Ltd","Capwell Investments Ltd",21,420,420,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3516,"Consi Inv Reading Ltd","Consi Inv Reading Ltd",18,360,360,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3517,"Elvington Ltd","Elvington Ltd",21,420,420,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3518,"JSSH International Ltd","JSSH International Ltd",18,360,360,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3519,"John Sisk and Son Investments","John Sisk and Son Investments",20,360,360,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3520,"Korine Ltd","Korine Ltd",18,360,360,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3521,"Origo Distrubution Ltd",Origo,24,350,350,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3522,"PPP Road Holdings Ltd","PPP Road Holdings Ltd",22,420,420,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3523,"SGS Mgt Services Ltd","SGS Mgt Services Ltd",23,420,420,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3524,"Sicon Finance Ltd","Sicon Finance Ltd",19,360,360,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
Ireland,3525,"Sicon Group Pension Scheme","Pension co",17,360,360,"SGS Management Limited","Sep 14,2016","Signed Off Complete",N/A,
"United Kingdom",3526,"Napier Park Global Capital Ltd",700,29,400,400,"Throgmorton UK Ltd","Sep 16,2016","Pending Sign-off",N/A,
Ireland,3527,"FISC 2015",,30,420,420,"Fidelity Investments","Sep 16,2016","Pending Sign-off",3400-07092016-3527,
"United Kingdom",3528,"Saba Capital (UK) Ltd",701,29,400,400,"Throgmorton UK Ltd","Sep 16,2016","Pending Sign-off",N/A,
"United Kingdom",3529,"Fastslim.Eu Limited","Fastslim.Eu Limited",14,160.8,125.8,"Capita Registras Limited","Sep 16,2016","Pending Sign-off",N/A,
"United Kingdom",3530,"DSAM Partners (London) Ltd",09690232,22,350,350,"Throgmorton UK Ltd","Sep 19,2016","Pending Sign-off",N/A,
"United Kingdom",3531,"Inpex 2015",,30,260.4,168.4,"Capita Registras Limited","Sep 21,2016","Signed Off Complete",N/A,
"United Kingdom",3532,"The National Federation of TMOs Limited",,14,165,165,"GCN Accounting Services Ltd","Sep 23,2016","Signed Off Complete",N/A,
"United Kingdom",3533,"Watling Gardens Tenant Management Organisation Limited",,17,165,165,"GCN Accounting Services Ltd","Sep 23,2016","Signed Off Complete",N/A,
"United Kingdom",3534,"Springifeld Horseshoe Hopusing Man Co-op Limited",,19,165,165,"GCN Accounting Services Ltd","Sep 23,2016","Signed Off Complete",N/A,
"United Kingdom",3535,"New Park Village TMC Limited",,20,165,165,"GCN Accounting Services Ltd","Sep 23,2016","Signed Off Complete",N/A,
"United Kingdom",3536,"Clapton park Management Organisation Limited",,17,0,0,"GCN Accounting Services Ltd","Sep 23,2016","Signed Off Complete",N/A,
"United Kingdom",3537,"4 Towers TMO Limited",,20,165,165,"GCN Accounting Services Ltd","Sep 23,2016","Signed Off Complete",N/A,
"United Kingdom",3538,"Mercury Commodities 2016",,28,420,420,"Mercury Commodities Limited","Sep 23,2016","Pending Sign-off",3402-14092016-3538,Paid
"United Kingdom",3539,"Moder Water Holdings 2015",,10,204,204,"Modern Water plc","Sep 26,2016","Signed Off Complete",3403-15092016-3539,
"United Kingdom",3540,"MW Monitoring IP 2015",,12,306,306,"Modern Water plc","Sep 26,2016","Signed Off Complete",3404-15092016-3540,
"United Kingdom",3541,"Surrey Acqua 2015",,12,0,0,"Modern Water plc","Sep 26,2016","Signed Off Complete",3405-15092016-3541,
"United Kingdom",3542,"MW Monitoring 2015",,11,0,0,"Modern Water plc","Sep 26,2016","Signed Off Complete",3406-15092016-3542,
"United Kingdom",3543,"Modern Water Services 2015",,15,306,306,"Modern Water plc","Sep 26,2016","Signed Off Complete",3407-15092016-3543,
"United Kingdom",3544,"Modern Water Monitoring 2015",,14,306,306,"Modern Water plc","Sep 26,2016","Signed Off Complete",3408-15092016-3544,
"United Kingdom",3545,"Poseiden Water 2015",,11,306,306,"Modern Water plc","Sep 26,2016","Signed Off Complete",3409-15092016-3545,
"United Kingdom",3546,"Aguacure 2015",,12,255,255,"Modern Water plc","Sep 26,2016","Signed Off Complete",3412-15092016-3546,
"United Kingdom",3547,"Cymtox 2015",,12,306,306,"Modern Water plc","Sep 26,2016","Signed Off Complete",3411-15092016-3547,
"United Kingdom",3548,"Modern Water PLC 2015",,41,459,459,"Modern Water plc","Sep 26,2016","Signed Off Complete",3413-15092016-3548,
"United Kingdom",3549,"Cooper Gay Swett & Crawford Limited",,74,780,780,"Cordium Accounting Ltd ","Sep 27,2016","Pending Sign-off",3414-16092016-3549,
"United Kingdom",3550,"Cooper Gay (UK) Limited",,19,360,360,"Cordium Accounting Ltd ","Sep 27,2016","Pending Sign-off",3415-16092016-3550,
"United Kingdom",3551,PHHUK,,15,0,0,"DixonsCarphone Group","Sep 28,2016","Pending Sign-off",N/A,
"United Kingdom",3552,"Trilogy Global Advisors UK Holdings Limited",703,25,400,400,"Throgmorton UK Ltd","Sep 28,2016","Pending Sign-off",N/A,
"United Kingdom",3553,"Maltby Capital Limited",,19,558,513,"Terra Firma Capital Partners Limited","Sep 23,2016","Pending Sign-off",3416-20092016-3553,Paid
"United Kingdom",3554,"2015 Statutory Accounts",FY2015,46,388.8,388.8,"Global Aerospace Underwriting Managers Ltd","Sep 29,2016","Signed Off Complete",3417-20092016-3554,
"United Kingdom",3555,"Liquefied Petroleum National Gas Limited",,13,300,300,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3556,"Calor Properties Limited",,11,360,360,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3557,"Calor Properties Scotland Limited",,9,240,240,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3558,"LNG Portable Pipeline Services Limited",,12,360,360,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3559,"Chive Limited",,12,360,360,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3560,"Calor Group Limited",,14,360,360,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3561,"SHV Energy Holdings UK Ltd",,13,360,360,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3562,"Homeheat Gas Company Ltd",,18,360,360,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3563,"Budget Gas Limited",,21,420,420,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3564,"Calor Gas Limited",,38,480,480,"Calor Gas Limited","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3565,"Falcon Edge Investments Ltd",704,29,400,400,"Throgmorton UK Ltd","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3566,"FAM Services Ltd 2015",705,31,499,499,"Throgmorton UK Ltd","Sep 29,2016","Pending Sign-off",N/A,
"United Kingdom",3567,"SHV Investments Limited",,17,300,300,"Calor Gas Limited","Jan 01,1970","Pending Sign-off",N/A,
"United Kingdom",3568,"BIA 2015","BIA 2015",12,399,399,"Nanoco Group plc","Sep 26,2016","Signed Off Complete",3418-21092016-3568,
"United Kingdom",3569,"FMR IM UK 2015 Statements",,33,480,480,"FMR Investment Management (UK) ","Sep 30,2016","Pending Sign-off",3419-21092016-3569,
Ireland,3570,Abersoch,Abersoch,19,483,483,"SGS Management Limited","Sep 26,2016","Signed Off Complete",N/A,
Ireland,3571,"Buidling Developments Ltd","Buidling Dev",20,483,483,"SGS Management Limited","Sep 26,2016","Signed Off Complete",N/A,
Ireland,3572,CMP,CMP,19,483,483,"SGS Management Limited","Sep 26,2016","Signed Off Complete",N/A,
Ireland,3573,"John Sisk and Son Holdings","JSS Holdings",34,644,644,"SGS Management Limited","Sep 26,2016","Signed Off Complete",N/A,
Ireland,3574,Parsis,Parsis,18,483,483,"SGS Management Limited","Sep 26,2016","Signed Off Complete",N/A,
Ireland,3575,"SDD Shanganagh",SDD,17,420,420,"SGS Management Limited","Sep 26,2016",Cancelled,N/A,
Ireland,3576,"Sispar Construction","Sispar Construction",18,483,483,"SGS Management Limited","Sep 26,2016","Signed Off Complete",N/A,
Ireland,3577,"SDD Shanganagh",SDD,17,483,483,"SGS Management Limited","Sep 26,2016","Signed Off Complete",N/A,
"United Kingdom",3578,"Atlas Merchant Capital Holdings UK Limited ",706,17,225,225,"Throgmorton UK Ltd","Oct 03,2016","Signed Off Complete",N/A,
"United Kingdom",3579,"Fifty Seven 7 Services Limited",707,11,179,179,"Throgmorton UK Ltd","Oct 03,2016","Pending Sign-off",N/A,
"United Kingdom",3580,"GP UK Corporate Limited",708,27,400,400,"Throgmorton UK Ltd","Oct 04,2016","Pending Sign-off",N/A,
"United Kingdom",3581,"DEHL 2015 Accounts","DEHL 2015",16,306,306,"Delphi Automotive Systems UK Ltd","Oct 04,2016","Pending Sign-off",N/A,
"United Kingdom",3582,"DFSUKL 2015 Accounts","DFSUKL 2015",15,306,306,"Delphi Automotive Systems UK Ltd","Oct 04,2016","Pending Sign-off",N/A,
"United Kingdom",3583,"Oberweis Asset Management UK Limited",709,18,225,225,"Throgmorton UK Ltd","Oct 05,2016","Pending Sign-off",N/A,
"United Kingdom",3584,"GoldenTree Asset Management UK Service Co. Limited",710,22,0,0,"Throgmorton UK Ltd","Oct 06,2016","Pending Sign-off",N/A,
"United Kingdom",3585,"PrimeStone Capital Services (UK) Limited",711,24,350,350,"Throgmorton UK Ltd","Oct 06,2016","Pending Sign-off",N/A,
"United Kingdom",3586,"The New Arab World Ltd",712,10,125,125,"Throgmorton UK Ltd","Oct 06,2016","Pending Sign-off",N/A,
"United Kingdom",3587,"Mercury Capital Advisors Group Ltd",713,28,350,350,"Throgmorton UK Ltd","Oct 07,2016","Pending Sign-off",N/A,
"United Kingdom",3588,"Sabal Financial Europe Ltd",714,15,179,179,"Throgmorton UK Ltd","Oct 10,2016","Pending Sign-off",N/A,
"United Kingdom",3589,"SEUK 2015 Accounts",,47,0,0,"Samsung Electronics (UK) Ltd","Oct 10,2016","Pending Sign-off",3420-29092016-3589,
"United Kingdom",3590,"Eisenstat Capital Partners London Ltd",715,12,179,179,"Throgmorton UK Ltd","Oct 10,2016","Pending Sign-off",N/A,
"United Kingdom",3591,"LTS Advisory Limited",716,25,400,400,"Throgmorton UK Ltd","Oct 10,2016","Pending Sign-off",N/A,
"United Kingdom",3592,"Baker Steel Limited",717,25,400,400,"Throgmorton UK Ltd","Oct 11,2016","Pending Sign-off",N/A,
"United Kingdom",3593,"Parus Investments Ltd",718,15,225,225,"Throgmorton UK Ltd","Oct 12,2016","Pending Sign-off",N/A,
"United Kingdom",3594,CAPCO2015,CAPCO2015,23,420,420,"The Capital Markets Company (UK) Ltd","Oct 12,2016","Signed Off Complete",3421-03102016-3594,
"United Kingdom",3595,"Hobin Group",,13,360,360,"Arnold Clark Automobiles Limited","Oct 12,2016","Pending Sign-off",3422-03102016-3595,
"United Kingdom",3596,"Hobin of Preston",,18,360,360,"Arnold Clark Automobiles Limited","Oct 12,2016","Pending Sign-off",3423-03102016-3596,
"United Kingdom",3597,"Ness Motors",,19,360,360,"Arnold Clark Automobiles Limited","Oct 12,2016","Pending Sign-off",3424-03102016-3597,
"United Kingdom",3598,"4D Pharma Research Ltd 2015",,27,399,399,"Nanoco Group plc","Oct 14,2016","Pending Sign-off",3425-05102016-3598,
"United Kingdom",3599,"The Microbiota Company Ltd 2015",,18,342,342,"Nanoco Group plc","Oct 14,2016","Pending Sign-off",3426-05102016-3599,
